InventoryID,DateKey,ProductID,OpeningStock,PurchasedQty,SoldQty,ClosingStock,ReorderLevel,StockStatus
INVST0000198,20240628,P000009,85,21,1,105,18,In Stock
INVST0000199,20240728,P000009,105,0,0,105,18,In Stock
INVST0000200,20240828,P000009,105,31,11,125,18,In Stock
INVST0000201,20240928,P000009,125,0,3,122,18,In Stock
INVST0000202,20241028,P000009,122,0,8,114,18,In Stock
INVST0000203,20241128,P000009,114,0,3,111,18,In Stock
INVST0000204,20241228,P000009,111,0,1,110,18,In Stock
INVST0000205,20250128,P000009,110,0,1,109,18,In Stock
INVST0000206,20250228,P000009,109,0,0,109,18,In Stock
INVST0000207,20250328,P000009,109,0,0,109,18,In Stock
INVST0000208,20250428,P000009,109,0,0,109,18,In Stock
INVST0000209,20250528,P000009,109,0,0,109,18,In Stock
INVST0000210,20250628,P000009,109,22,2,129,18,In Stock
INVST0000211,20250728,P000009,129,22,2,149,18,In Stock
INVST0000212,20250828,P000009,149,0,0,149,18,In Stock
INVST0000213,20250928,P000009,149,25,5,169,18,In Stock
INVST0000214,20251028,P000009,169,24,4,189,18,In Stock
INVST0000215,20251128,P000009,189,0,3,186,18,In Stock
INVST0000216,20251228,P000009,186,0,3,183,18,In Stock
INVST0000217,20240128,P000010,100,24,4,120,15,In Stock
INVST0000218,20240228,P000010,120,0,0,120,15,In Stock
INVST0000219,20240328,P000010,120,0,1,119,15,In Stock
INVST0000220,20240428,P000010,119,0,4,115,15,In Stock
INVST0000221,20240528,P000010,115,0,6,109,15,In Stock
INVST0000222,20240628,P000010,109,0,0,109,15,In Stock
INVST0000223,20240728,P000010,109,0,7,102,15,In Stock
INVST0000224,20240828,P000010,102,0,0,102,15,In Stock
INVST0000225,20240928,P000010,102,0,0,102,15,In Stock
INVST0000226,20241028,P000010,102,0,0,102,15,In Stock
INVST0000227,20241128,P000010,102,0,1,101,15,In Stock
INVST0000228,20241228,P000010,101,22,2,121,15,In Stock
INVST0000229,20250128,P000010,121,0,0,121,15,In Stock
INVST0000230,20250228,P000010,121,0,0,121,15,In Stock
INVST0000231,20250328,P000010,121,22,2,141,15,In Stock
INVST0000232,20250428,P000010,141,0,8,133,15,In Stock
INVST0000233,20250528,P000010,133,0,1,132,15,In Stock
INVST0000234,20250628,P000010,132,0,0,132,15,In Stock
INVST0000235,20250728,P000010,132,50,5,177,15,In Stock
INVST0000236,20250828,P000010,177,0,4,173,15,In Stock
INVST0000237,20250928,P000010,173,0,6,167,15,In Stock
INVST0000238,20251028,P000010,167,0,5,162,15,In Stock
INVST0000239,20251128,P000010,162,0,5,157,15,In Stock
INVST0000240,20251228,P000010,157,0,6,151,15,In Stock
INVST0000241,20240128,P000011,100,0,6,94,18,In Stock
INVST0000242,20240228,P000011,94,0,0,94,18,In Stock
INVST0000243,20240328,P000011,94,0,0,94,18,In Stock
INVST0000244,20240428,P000011,94,0,3,91,18,In Stock
INVST0000245,20240528,P000011,91,0,0,91,18,In Stock
INVST0000246,20240628,P000011,91,0,3,88,18,In Stock
INVST0000247,20240728,P000011,88,0,4,84,18,In Stock
INVST0000248,20240828,P000011,84,0,4,80,18,In Stock
INVST0000249,20240928,P000011,80,0,0,80,18,In Stock
INVST0000250,20241028,P000011,80,0,2,78,18,In Stock
INVST0000251,20241128,P000011,78,0,5,73,18,In Stock
INVST0000252,20241228,P000011,73,25,5,93,18,In Stock
INVST0000253,20250128,P000011,93,0,2,91,18,In Stock
INVST0000254,20250228,P000011,91,21,1,111,18,In Stock
INVST0000255,20250328,P000011,111,0,1,110,18,In Stock
INVST0000256,20250428,P000011,110,0,1,109,18,In Stock
INVST0000257,20250528,P000011,109,0,7,102,18,In Stock
INVST0000258,20250628,P000011,102,0,0,102,18,In Stock
INVST0000259,20250728,P000011,102,0,0,102,18,In Stock
INVST0000260,20250828,P000011,102,0,2,100,18,In Stock
INVST0000261,20250928,P000011,100,0,0,100,18,In Stock
INVST0000262,20251028,P000011,100,22,2,120,18,In Stock
INVST0000263,20251128,P000011,120,0,3,117,18,In Stock
INVST0000264,20251228,P000011,117,0,2,115,18,In Stock
INVST0000265,20240128,P000012,100,0,4,96,18,In Stock
INVST0000266,20240228,P000012,96,0,0,96,18,In Stock
INVST0000267,20240328,P000012,96,0,1,95,18,In Stock
INVST0000268,20240428,P000012,95,24,4,115,18,In Stock
INVST0000269,20240528,P000012,115,0,3,112,18,In Stock
INVST0000270,20240628,P000012,112,0,0,112,18,In Stock
INVST0000271,20240728,P000012,112,0,0,112,18,In Stock
INVST0000272,20240828,P000012,112,0,4,108,18,In Stock
INVST0000273,20240928,P000012,108,0,4,104,18,In Stock
INVST0000274,20241028,P000012,104,22,2,124,18,In Stock
INVST0000275,20241128,P000012,124,0,4,120,18,In Stock
INVST0000276,20241228,P000012,120,0,0,120,18,In Stock
INVST0000277,20250128,P000012,120,0,0,120,18,In Stock
INVST0000278,20250228,P000012,120,0,2,118,18,In Stock
INVST0000279,20250328,P000012,118,0,2,116,18,In Stock
INVST0000280,20250428,P000012,116,0,6,110,18,In Stock
INVST0000281,20250528,P000012,110,0,1,109,18,In Stock
INVST0000282,20250628,P000012,109,0,0,109,18,In Stock
INVST0000283,20250728,P000012,109,0,1,108,18,In Stock
INVST0000284,20250828,P000012,108,29,9,128,18,In Stock
INVST0000285,20250928,P000012,128,0,0,128,18,In Stock
INVST0000286,20251028,P000012,128,0,11,117,18,In Stock
INVST0000287,20251128,P000012,117,0,0,117,18,In Stock
INVST0000288,20251228,P000012,117,0,4,113,18,In Stock
INVST0000289,20240128,P000013,100,0,3,97,18,In Stock
INVST0000290,20240228,P000013,97,0,4,93,18,In Stock
INVST0000291,20240328,P000013,93,0,1,92,18,In Stock
INVST0000292,20240428,P000013,92,0,0,92,18,In Stock
INVST0000293,20240528,P000013,92,0,4,88,18,In Stock
INVST0000294,20240628,P000013,88,0,6,82,18,In Stock
INVST0000295,20240728,P000013,82,0,0,82,18,In Stock
INVST0000296,20240828,P000013,82,0,0,82,18,In Stock
INVST0000297,20240928,P000013,82,27,7,102,18,In Stock
INVST0000298,20241028,P000013,102,0,2,100,18,In Stock
INVST0000299,20241128,P000013,100,0,4,96,18,In Stock
INVST0000300,20241228,P000013,96,0,1,95,18,In Stock
INVST0000301,20250128,P000013,95,25,5,115,18,In Stock
INVST0000302,20250228,P000013,115,0,0,115,18,In Stock
INVST0000303,20250328,P000013,115,0,0,115,18,In Stock
INVST0000304,20250428,P000013,115,22,2,135,18,In Stock
INVST0000305,20250528,P000013,135,0,4,131,18,In Stock
INVST0000306,20250628,P000013,131,0,5,126,18,In Stock
INVST0000307,20250728,P000013,126,0,3,123,18,In Stock
INVST0000308,20250828,P000013,123,0,3,120,18,In Stock
INVST0000309,20250928,P000013,120,0,0,120,18,In Stock
INVST0000310,20251028,P000013,120,0,1,119,18,In Stock
INVST0000311,20251128,P000013,119,0,0,119,18,In Stock
INVST0000312,20251228,P000013,119,0,4,115,18,In Stock
INVST0000313,20240128,P000014,100,0,0,100,15,In Stock
INVST0000314,20240228,P000014,100,0,6,94,15,In Stock
INVST0000315,20240328,P000014,94,0,3,91,15,In Stock
INVST0000316,20240428,P000014,91,42,1,132,15,In Stock
INVST0000317,20240528,P000014,132,0,6,126,15,In Stock
INVST0000318,20240628,P000014,126,0,3,123,15,In Stock
INVST0000319,20240728,P000014,123,0,0,123,15,In Stock
INVST0000320,20240828,P000014,123,0,3,120,15,In Stock
INVST0000321,20240928,P000014,120,0,2,118,15,In Stock
INVST0000322,20241028,P000014,118,25,5,138,15,In Stock
INVST0000323,20241128,P000014,138,0,3,135,15,In Stock
INVST0000324,20241228,P000014,135,0,3,132,15,In Stock
INVST0000325,20250128,P000014,132,0,0,132,15,In Stock
INVST0000326,20250228,P000014,132,0,0,132,15,In Stock
INVST0000327,20250328,P000014,132,0,4,128,15,In Stock
INVST0000328,20250428,P000014,128,0,0,128,15,In Stock
INVST0000329,20250528,P000014,128,0,4,124,15,In Stock
INVST0000330,20250628,P000014,124,0,2,122,15,In Stock
INVST0000331,20250728,P000014,122,0,3,119,15,In Stock
INVST0000332,20250828,P000014,119,0,0,119,15,In Stock
INVST0000333,20250928,P000014,119,0,1,118,15,In Stock
INVST0000334,20251028,P000014,118,0,1,117,15,In Stock
INVST0000335,20251128,P000014,117,0,0,117,15,In Stock
INVST0000336,20251228,P000014,117,0,4,113,15,In Stock
INVST0000337,20240128,P000015,100,22,2,120,12,In Stock
INVST0000338,20240228,P000015,120,0,9,111,12,In Stock
INVST0000339,20240328,P000015,111,0,0,111,12,In Stock
INVST0000340,20240428,P000015,111,0,3,108,12,In Stock
INVST0000341,20240528,P000015,108,0,2,106,12,In Stock
INVST0000342,20240628,P000015,106,26,6,126,12,In Stock
INVST0000343,20240728,P000015,126,0,3,123,12,In Stock
INVST0000344,20240828,P000015,123,25,5,143,12,In Stock
INVST0000345,20240928,P000015,143,0,6,137,12,In Stock
INVST0000346,20241028,P000015,137,0,0,137,12,In Stock
INVST0000347,20241128,P000015,137,0,0,137,12,In Stock
INVST0000348,20241228,P000015,137,0,7,130,12,In Stock
INVST0000349,20250128,P000015,130,0,0,130,12,In Stock
INVST0000350,20250228,P000015,130,0,2,128,12,In Stock
INVST0000351,20250328,P000015,128,22,2,148,12,In Stock
INVST0000352,20250428,P000015,148,0,1,147,12,In Stock
INVST0000353,20250528,P000015,147,27,7,167,12,In Stock
INVST0000354,20250628,P000015,167,0,0,167,12,In Stock
INVST0000355,20250728,P000015,167,0,4,163,12,In Stock
INVST0000356,20250828,P000015,163,0,4,159,12,In Stock
INVST0000357,20250928,P000015,159,22,2,179,12,In Stock
INVST0000358,20251028,P000015,179,25,5,199,12,In Stock
INVST0000359,20251128,P000015,199,0,1,198,12,In Stock
INVST0000360,20251228,P000015,198,0,3,195,12,In Stock
INVST0000361,20240128,P000016,100,0,0,100,15,In Stock
INVST0000362,20240228,P000016,100,25,5,120,15,In Stock
INVST0000363,20240328,P000016,120,0,7,113,15,In Stock
INVST0000364,20240428,P000016,113,22,2,133,15,In Stock
INVST0000365,20240528,P000016,133,0,3,130,15,In Stock
INVST0000366,20240628,P000016,130,0,3,127,15,In Stock
INVST0000367,20240728,P000016,127,0,0,127,15,In Stock
INVST0000368,20240828,P000016,127,0,4,123,15,In Stock
INVST0000369,20240928,P000016,123,0,5,118,15,In Stock
INVST0000370,20241028,P000016,118,0,1,117,15,In Stock
INVST0000371,20241128,P000016,117,0,5,112,15,In Stock
INVST0000372,20241228,P000016,112,22,2,132,15,In Stock
INVST0000373,20250128,P000016,132,0,4,128,15,In Stock
INVST0000374,20250228,P000016,128,0,5,123,15,In Stock
INVST0000375,20250328,P000016,123,0,8,115,15,In Stock
INVST0000376,20250428,P000016,115,0,0,115,15,In Stock
INVST0000377,20250528,P000016,115,0,7,108,15,In Stock
INVST0000378,20250628,P000016,108,52,6,154,15,In Stock
INVST0000379,20250728,P000016,154,0,0,154,15,In Stock
INVST0000380,20250828,P000016,154,0,0,154,15,In Stock
INVST0000381,20250928,P000016,154,0,3,151,15,In Stock
INVST0000382,20251028,P000016,151,0,0,151,15,In Stock
INVST0000383,20251128,P000016,151,0,6,145,15,In Stock
INVST0000384,20251228,P000016,145,0,3,142,15,In Stock
INVST0000385,20240128,P000017,100,0,6,94,15,In Stock
INVST0000386,20240228,P000017,94,0,0,94,15,In Stock
INVST0000387,20240328,P000017,94,0,11,83,15,In Stock
INVST0000388,20240428,P000017,83,0,2,81,15,In Stock
INVST0000389,20240528,P000017,81,0,0,81,15,In Stock
INVST0000390,20240628,P000017,81,0,3,78,15,In Stock
INVST0000391,20240728,P000017,78,0,0,78,15,In Stock
INVST0000392,20240828,P000017,78,0,0,78,15,In Stock
INVST0000393,20240928,P000017,78,0,0,78,15,In Stock
INVST0000394,20241028,P000017,78,0,2,76,15,In Stock
INVST0000395,20241128,P000017,76,0,2,74,15,In Stock
INVST0000396,20241228,P000017,74,0,0,74,15,In Stock
INVST0000397,20250128,P000017,74,0,3,71,15,In Stock
INVST0000398,20250228,P000017,71,0,3,68,15,In Stock
INVST0000399,20250328,P000017,68,0,3,65,15,In Stock
INVST0000400,20250428,P000017,65,0,0,65,15,In Stock
INVST0000401,20250528,P000017,65,31,11,85,15,In Stock
INVST0000402,20250628,P000017,85,0,0,85,15,In Stock
INVST0000403,20250728,P000017,85,0,2,83,15,In Stock
INVST0000404,20250828,P000017,83,0,3,80,15,In Stock
INVST0000405,20250928,P000017,80,0,1,79,15,In Stock
INVST0000406,20251028,P000017,79,0,6,73,15,In Stock
INVST0000407,20251128,P000017,73,0,2,71,15,In Stock
INVST0000408,20251228,P000017,71,0,6,65,15,In Stock
INVST0000409,20240128,P000018,100,0,0,100,15,In Stock
INVST0000410,20240228,P000018,100,26,6,120,15,In Stock
INVST0000411,20240328,P000018,120,0,4,116,15,In Stock
INVST0000412,20240428,P000018,116,0,5,111,15,In Stock
INVST0000413,20240528,P000018,111,0,0,111,15,In Stock
INVST0000414,20240628,P000018,111,0,6,105,15,In Stock
INVST0000415,20240728,P000018,105,0,2,103,15,In Stock
INVST0000416,20240828,P000018,103,0,0,103,15,In Stock
INVST0000417,20240928,P000018,103,0,0,103,15,In Stock
INVST0000418,20241028,P000018,103,0,5,98,15,In Stock
INVST0000419,20241128,P000018,98,22,2,118,15,In Stock
INVST0000420,20241228,P000018,118,0,7,111,15,In Stock
INVST0000421,20250128,P000018,111,0,0,111,15,In Stock
INVST0000422,20250228,P000018,111,0,5,106,15,In Stock
INVST0000423,20250328,P000018,106,0,4,102,15,In Stock
INVST0000424,20250428,P000018,102,0,0,102,15,In Stock
INVST0000425,20250528,P000018,102,0,0,102,15,In Stock
INVST0000426,20250628,P000018,102,44,2,144,15,In Stock
INVST0000427,20250728,P000018,144,0,0,144,15,In Stock
INVST0000428,20250828,P000018,144,0,4,140,15,In Stock
INVST0000429,20250928,P000018,140,0,0,140,15,In Stock
INVST0000430,20251028,P000018,140,0,0,140,15,In Stock
INVST0000431,20251128,P000018,140,0,6,134,15,In Stock
INVST0000432,20251228,P000018,134,0,5,129,15,In Stock
INVST0000433,20240128,P000019,100,22,2,120,12,In Stock
INVST0000434,20240228,P000019,120,0,0,120,12,In Stock
INVST0000435,20240328,P000019,120,0,3,117,12,In Stock
INVST0000436,20240428,P000019,117,0,4,113,12,In Stock
INVST0000437,20240528,P000019,113,0,4,109,12,In Stock
INVST0000438,20240628,P000019,109,0,7,102,12,In Stock
INVST0000439,20240728,P000019,102,0,3,99,12,In Stock
INVST0000440,20240828,P000019,99,0,1,98,12,In Stock
INVST0000441,20240928,P000019,98,0,2,96,12,In Stock
INVST0000442,20241028,P000019,96,0,3,93,12,In Stock
INVST0000443,20241128,P000019,93,23,3,113,12,In Stock
INVST0000444,20241228,P000019,113,0,1,112,12,In Stock
INVST0000445,20250128,P000019,112,0,0,112,12,In Stock
INVST0000446,20250228,P000019,112,0,0,112,12,In Stock
INVST0000447,20250328,P000019,112,23,3,132,12,In Stock
INVST0000448,20250428,P000019,132,0,0,132,12,In Stock
INVST0000449,20250528,P000019,132,23,3,152,12,In Stock
INVST0000450,20250628,P000019,152,21,1,172,12,In Stock
INVST0000451,20250728,P000019,172,0,0,172,12,In Stock
INVST0000452,20250828,P000019,172,0,0,172,12,In Stock
INVST0000453,20250928,P000019,172,22,2,192,12,In Stock
INVST0000454,20251028,P000019,192,0,8,184,12,In Stock
INVST0000455,20251128,P000019,184,0,1,183,12,In Stock
INVST0000456,20251228,P000019,183,0,2,181,12,In Stock
INVST0000457,20240128,P000020,100,0,3,97,15,In Stock
INVST0000458,20240228,P000020,97,0,0,97,15,In Stock
INVST0000459,20240328,P000020,97,0,3,94,15,In Stock
INVST0000460,20240428,P000020,94,25,5,114,15,In Stock
INVST0000461,20240528,P000020,114,0,0,114,15,In Stock
INVST0000462,20240628,P000020,114,0,6,108,15,In Stock
